AAPL,date,closing,avg
GOOG,Fri Sep 25 00:00:00 CEST 2015,611.969971,714.1538622272728
AAPL,Fri Sep 25 00:00:00 CEST 2015,611.969971,714.1538622272728
GOOG,Thu Sep 24 00:00:00 CEST 2015,625.799988,713.4895473834588
AAPL,Thu Sep 24 00:00:00 CEST 2015,625.799988,713.4895473834588
GOOG,Wed Sep 23 00:00:00 CEST 2015,622.359985,712.8094760223883
AAPL,Wed Sep 23 00:00:00 CEST 2015,622.359985,712.8094760223883
GOOG,Tue Sep 22 00:00:00 CEST 2015,622.690002,712.1419243629632
AAPL,Tue Sep 22 00:00:00 CEST 2015,622.690002,712.1419243629632
GOOG,Mon Sep 21 00:00:00 CEST 2015,635.440002,711.5779396397061
AAPL,Mon Sep 21 00:00:00 CEST 2015,635.440002,711.5779396397061
GOOG,Fri Sep 18 00:00:00 CEST 2015,629.25,710.9770057737228
AAPL,Fri Sep 18 00:00:00 CEST 2015,629.25,710.9770057737228
GOOG,Thu Sep 17 00:00:00 CEST 2015,642.900024,710.4836943115945
AAPL,Thu Sep 17 00:00:00 CEST 2015,642.900024,710.4836943115945
GOOG,Wed Sep 16 00:00:00 CEST 2015,635.97998,709.9476963669067
AAPL,Wed Sep 16 00:00:00 CEST 2015,635.97998,709.9476963669067
GOOG,Tue Sep 15 00:00:00 CEST 2015,635.140015,709.4133557857145
AAPL,Tue Sep 15 00:00:00 CEST 2015,635.140015,709.4133557857145
GOOG,Mon Sep 14 00:00:00 CEST 2015,623.23999,708.8021971631208
AAPL,Mon Sep 14 00:00:00 CEST 2015,623.23999,708.8021971631208
GOOG,Fri Sep 11 00:00:00 CEST 2015,625.77002,708.217463521127
AAPL,Fri Sep 11 00:00:00 CEST 2015,625.77002,708.217463521127
GOOG,Thu Sep 10 00:00:00 CEST 2015,621.349976,707.6099985734268
AAPL,Thu Sep 10 00:00:00 CEST 2015,621.349976,707.6099985734268
GOOG,Wed Sep 09 00:00:00 CEST 2015,612.719971,706.9510400486113
AAPL,Wed Sep 09 00:00:00 CEST 2015,612.719971,706.9510400486113
GOOG,Tue Sep 08 00:00:00 CEST 2015,614.659973,706.3145499310347
AAPL,Tue Sep 08 00:00:00 CEST 2015,614.659973,706.3145499310347
GOOG,Fri Sep 04 00:00:00 CEST 2015,600.700012,705.5911626849318
AAPL,Fri Sep 04 00:00:00 CEST 2015,600.700012,705.5911626849318
GOOG,Thu Sep 03 00:00:00 CEST 2015,606.25,704.9153724625852
AAPL,Thu Sep 03 00:00:00 CEST 2015,606.25,704.9153724625852
GOOG,Wed Sep 02 00:00:00 CEST 2015,614.340027,704.3033768851353
AAPL,Wed Sep 02 00:00:00 CEST 2015,614.340027,704.3033768851353
GOOG,Tue Sep 01 00:00:00 CEST 2015,597.789978,703.5885218590606
AAPL,Tue Sep 01 00:00:00 CEST 2015,597.789978,703.5885218590606
GOOG,Mon Aug 31 00:00:00 CEST 2015,618.25,703.0195983800002
AAPL,Mon Aug 31 00:00:00 CEST 2015,618.25,703.0195983800002
GOOG,Fri Aug 28 00:00:00 CEST 2015,630.380005,702.5385414701989
AAPL,Fri Aug 28 00:00:00 CEST 2015,630.380005,702.5385414701989
GOOG,Thu Aug 27 00:00:00 CEST 2015,637.609985,702.1113799144739
AAPL,Thu Aug 27 00:00:00 CEST 2015,637.609985,702.1113799144739
GOOG,Wed Aug 26 00:00:00 CEST 2015,628.619995,701.6310440653597
AAPL,Wed Aug 26 00:00:00 CEST 2015,628.619995,701.6310440653597
GOOG,Tue Aug 25 00:00:00 CEST 2015,582.059998,700.8546087012988
AAPL,Tue Aug 25 00:00:00 CEST 2015,582.059998,700.8546087012988
GOOG,Mon Aug 24 00:00:00 CEST 2015,589.609985,700.1369014516131
AAPL,Mon Aug 24 00:00:00 CEST 2015,589.609985,700.1369014516131
GOOG,Fri Aug 21 00:00:00 CEST 2015,612.47998,699.5749981089746
AAPL,Fri Aug 21 00:00:00 CEST 2015,612.47998,699.5749981089746
GOOG,Thu Aug 20 00:00:00 CEST 2015,646.830017,699.2390428152869
AAPL,Thu Aug 20 00:00:00 CEST 2015,646.830017,699.2390428152869
GOOG,Wed Aug 19 00:00:00 CEST 2015,660.900024,698.9963907974686
AAPL,Wed Aug 19 00:00:00 CEST 2015,660.900024,698.9963907974686
GOOG,Tue Aug 18 00:00:00 CEST 2015,656.130005,698.7267908867927
AAPL,Tue Aug 18 00:00:00 CEST 2015,656.130005,698.7267908867927
GOOG,Mon Aug 17 00:00:00 CEST 2015,660.869995,698.4901859125002
AAPL,Mon Aug 17 00:00:00 CEST 2015,660.869995,698.4901859125002
GOOG,Fri Aug 14 00:00:00 CEST 2015,657.119995,698.2332282049692
AAPL,Fri Aug 14 00:00:00 CEST 2015,657.119995,698.2332282049692
GOOG,Thu Aug 13 00:00:00 CEST 2015,656.450012,697.9753071172842
AAPL,Thu Aug 13 00:00:00 CEST 2015,656.450012,697.9753071172842
GOOG,Wed Aug 12 00:00:00 CEST 2015,659.559998,697.7396303742333
AAPL,Wed Aug 12 00:00:00 CEST 2015,659.559998,697.7396303742333
GOOG,Tue Aug 11 00:00:00 CEST 2015,660.780029,697.5142669512197
AAPL,Tue Aug 11 00:00:00 CEST 2015,660.780029,697.5142669512197
GOOG,Mon Aug 10 00:00:00 CEST 2015,633.72998,697.1276955151518
AAPL,Mon Aug 10 00:00:00 CEST 2015,633.72998,697.1276955151518
GOOG,Fri Aug 07 00:00:00 CEST 2015,635.299988,696.7552394457833
AAPL,Fri Aug 07 00:00:00 CEST 2015,635.299988,696.7552394457833
GOOG,Thu Aug 06 00:00:00 CEST 2015,642.679993,696.4314355748505
AAPL,Thu Aug 06 00:00:00 CEST 2015,642.679993,696.4314355748505
GOOG,Wed Aug 05 00:00:00 CEST 2015,643.780029,696.1180343452384
AAPL,Wed Aug 05 00:00:00 CEST 2015,643.780029,696.1180343452384
GOOG,Tue Aug 04 00:00:00 CEST 2015,629.25,695.7223655029588
AAPL,Tue Aug 04 00:00:00 CEST 2015,629.25,695.7223655029588
GOOG,Mon Aug 03 00:00:00 CEST 2015,631.210022,695.342881129412
AAPL,Mon Aug 03 00:00:00 CEST 2015,631.210022,695.342881129412
GOOG,Fri Jul 31 00:00:00 CEST 2015,625.609985,694.935086415205
AAPL,Fri Jul 31 00:00:00 CEST 2015,625.609985,694.935086415205
GOOG,Thu Jul 30 00:00:00 CEST 2015,632.590027,694.5726151395352
AAPL,Thu Jul 30 00:00:00 CEST 2015,632.590027,694.5726151395352
GOOG,Wed Jul 29 00:00:00 CEST 2015,631.929993,694.2105190578037
AAPL,Wed Jul 29 00:00:00 CEST 2015,631.929993,694.2105190578037
GOOG,Tue Jul 28 00:00:00 CEST 2015,628.0,693.8299988333335
AAPL,Tue Jul 28 00:00:00 CEST 2015,628.0,693.8299988333335
GOOG,Mon Jul 27 00:00:00 CEST 2015,627.26001,693.4495988971431
AAPL,Mon Jul 27 00:00:00 CEST 2015,627.26001,693.4495988971431
GOOG,Fri Jul 24 00:00:00 CEST 2015,623.559998,693.0524988920456
AAPL,Fri Jul 24 00:00:00 CEST 2015,623.559998,693.0524988920456
GOOG,Thu Jul 23 00:00:00 CEST 2015,644.280029,692.7769482146895
AAPL,Thu Jul 23 00:00:00 CEST 2015,644.280029,692.7769482146895
GOOG,Wed Jul 22 00:00:00 CEST 2015,662.099976,692.6046056741575
AAPL,Wed Jul 22 00:00:00 CEST 2015,662.099976,692.6046056741575
GOOG,Tue Jul 21 00:00:00 CEST 2015,662.299988,692.4353061340784
AAPL,Tue Jul 21 00:00:00 CEST 2015,662.299988,692.4353061340784
GOOG,Mon Jul 20 00:00:00 CEST 2015,663.02002,692.2718878777779
AAPL,Mon Jul 20 00:00:00 CEST 2015,663.02002,692.2718878777779
GOOG,Fri Jul 17 00:00:00 CEST 2015,672.929993,692.1650265801106
AAPL,Fri Jul 17 00:00:00 CEST 2015,672.929993,692.1650265801106
GOOG,Thu Jul 16 00:00:00 CEST 2015,579.849976,691.5479109175825
AAPL,Thu Jul 16 00:00:00 CEST 2015,579.849976,691.5479109175825
GOOG,Wed Jul 15 00:00:00 CEST 2015,560.219971,690.8302719016394
AAPL,Wed Jul 15 00:00:00 CEST 2015,560.219971,690.8302719016394
GOOG,Tue Jul 14 00:00:00 CEST 2015,561.099976,690.1252159456523
AAPL,Tue Jul 14 00:00:00 CEST 2015,561.099976,690.1252159456523
GOOG,Mon Jul 13 00:00:00 CEST 2015,546.549988,689.3491336324325
AAPL,Mon Jul 13 00:00:00 CEST 2015,546.549988,689.3491336324325
GOOG,Fri Jul 10 00:00:00 CEST 2015,530.130005,688.493116811828
AAPL,Fri Jul 10 00:00:00 CEST 2015,530.130005,688.493116811828
GOOG,Thu Jul 09 00:00:00 CEST 2015,520.679993,687.5957204278076
AAPL,Thu Jul 09 00:00:00 CEST 2015,520.679993,687.5957204278076
GOOG,Wed Jul 08 00:00:00 CEST 2015,516.830017,686.6873922180852
AAPL,Wed Jul 08 00:00:00 CEST 2015,516.830017,686.6873922180852
GOOG,Tue Jul 07 00:00:00 CEST 2015,525.02002,685.8320092962964
AAPL,Tue Jul 07 00:00:00 CEST 2015,525.02002,685.8320092962964
GOOG,Mon Jul 06 00:00:00 CEST 2015,522.859985,684.9742618000001
AAPL,Mon Jul 06 00:00:00 CEST 2015,522.859985,684.9742618000001
GOOG,Thu Jul 02 00:00:00 CEST 2015,523.400024,684.128323382199
AAPL,Thu Jul 02 00:00:00 CEST 2015,523.400024,684.128323382199
GOOG,Wed Jul 01 00:00:00 CEST 2015,521.840027,683.2830718385418
AAPL,Wed Jul 01 00:00:00 CEST 2015,521.840027,683.2830718385418
GOOG,Tue Jun 30 00:00:00 CEST 2015,520.51001,682.4396880984458
AAPL,Tue Jun 30 00:00:00 CEST 2015,520.51001,682.4396880984458
GOOG,Mon Jun 29 00:00:00 CEST 2015,521.52002,681.610205273196
AAPL,Mon Jun 29 00:00:00 CEST 2015,521.52002,681.610205273196
GOOG,Fri Jun 26 00:00:00 CEST 2015,531.690002,680.8413837179488
AAPL,Fri Jun 26 00:00:00 CEST 2015,531.690002,680.8413837179488
GOOG,Thu Jun 25 00:00:00 CEST 2015,535.22998,680.0984683928573
AAPL,Thu Jun 25 00:00:00 CEST 2015,535.22998,680.0984683928573
GOOG,Wed Jun 24 00:00:00 CEST 2015,537.840027,679.3763443248732
AAPL,Wed Jun 24 00:00:00 CEST 2015,537.840027,679.3763443248732
GOOG,Tue Jun 23 00:00:00 CEST 2015,540.47998,678.6748475353536
AAPL,Tue Jun 23 00:00:00 CEST 2015,540.47998,678.6748475353536
GOOG,Mon Jun 22 00:00:00 CEST 2015,538.190002,677.9688935376885
AAPL,Mon Jun 22 00:00:00 CEST 2015,538.190002,677.9688935376885
GOOG,Fri Jun 19 00:00:00 CEST 2015,536.690002,677.26249908
AAPL,Fri Jun 19 00:00:00 CEST 2015,536.690002,677.26249908
GOOG,Thu Jun 18 00:00:00 CEST 2015,536.72998,676.5633323184079
AAPL,Thu Jun 18 00:00:00 CEST 2015,536.72998,676.5633323184079
GOOG,Wed Jun 17 00:00:00 CEST 2015,529.26001,675.8341079504951
AAPL,Wed Jun 17 00:00:00 CEST 2015,529.26001,675.8341079504951
GOOG,Tue Jun 16 00:00:00 CEST 2015,528.150024,675.1066001477833
AAPL,Tue Jun 16 00:00:00 CEST 2015,528.150024,675.1066001477833
GOOG,Mon Jun 15 00:00:00 CEST 2015,527.200012,674.3815678529411
AAPL,Mon Jun 15 00:00:00 CEST 2015,527.200012,674.3815678529411
GOOG,Fri Jun 12 00:00:00 CEST 2015,532.330017,673.6886334585365
AAPL,Fri Jun 12 00:00:00 CEST 2015,532.330017,673.6886334585365
GOOG,Thu Jun 11 00:00:00 CEST 2015,534.609985,673.0134943883494
AAPL,Thu Jun 11 00:00:00 CEST 2015,534.609985,673.0134943883494
GOOG,Wed Jun 10 00:00:00 CEST 2015,536.690002,672.3549267922704
AAPL,Wed Jun 10 00:00:00 CEST 2015,536.690002,672.3549267922704
GOOG,Tue Jun 09 00:00:00 CEST 2015,526.690002,671.6546146538459
AAPL,Tue Jun 09 00:00:00 CEST 2015,526.690002,671.6546146538459
GOOG,Mon Jun 08 00:00:00 CEST 2015,526.830017,670.961673995215
AAPL,Mon Jun 08 00:00:00 CEST 2015,526.830017,670.961673995215
GOOG,Fri Jun 05 00:00:00 CEST 2015,533.330017,670.3062851523807
AAPL,Fri Jun 05 00:00:00 CEST 2015,533.330017,670.3062851523807
GOOG,Thu Jun 04 00:00:00 CEST 2015,536.700012,669.6730800663504
AAPL,Thu Jun 04 00:00:00 CEST 2015,536.700012,669.6730800663504
GOOG,Wed Jun 03 00:00:00 CEST 2015,540.309998,669.0628768490564
AAPL,Wed Jun 03 00:00:00 CEST 2015,540.309998,669.0628768490564
GOOG,Tue Jun 02 00:00:00 CEST 2015,539.179993,668.453098051643
AAPL,Tue Jun 02 00:00:00 CEST 2015,539.179993,668.453098051643
GOOG,Mon Jun 01 00:00:00 CEST 2015,533.98999,667.8247657710278
AAPL,Mon Jun 01 00:00:00 CEST 2015,533.98999,667.8247657710278
GOOG,Fri May 29 00:00:00 CEST 2015,532.109985,667.1935342325579
AAPL,Fri May 29 00:00:00 CEST 2015,532.109985,667.1935342325579
GOOG,Thu May 28 00:00:00 CEST 2015,539.780029,666.6036568935182
AAPL,Thu May 28 00:00:00 CEST 2015,539.780029,666.6036568935182
GOOG,Wed May 27 00:00:00 CEST 2015,539.789978,666.0192620599074
AAPL,Wed May 27 00:00:00 CEST 2015,539.789978,666.0192620599074
GOOG,Tue May 26 00:00:00 CEST 2015,532.320007,665.4059627247702
AAPL,Tue May 26 00:00:00 CEST 2015,532.320007,665.4059627247702
GOOG,Fri May 22 00:00:00 CEST 2015,540.109985,664.8338349726023
AAPL,Fri May 22 00:00:00 CEST 2015,540.109985,664.8338349726023
GOOG,Thu May 21 00:00:00 CEST 2015,542.51001,664.2778175863632
AAPL,Thu May 21 00:00:00 CEST 2015,542.51001,664.2778175863632
GOOG,Wed May 20 00:00:00 CEST 2015,539.27002,663.7121714434385
AAPL,Wed May 20 00:00:00 CEST 2015,539.27002,663.7121714434385
GOOG,Tue May 19 00:00:00 CEST 2015,537.359985,663.14301745045
AAPL,Tue May 19 00:00:00 CEST 2015,537.359985,663.14301745045
GOOG,Mon May 18 00:00:00 CEST 2015,532.299988,662.5562774080713
AAPL,Mon May 18 00:00:00 CEST 2015,532.299988,662.5562774080713
GOOG,Fri May 15 00:00:00 CEST 2015,533.849976,661.9816957053566
AAPL,Fri May 15 00:00:00 CEST 2015,533.849976,661.9816957053566
GOOG,Thu May 14 00:00:00 CEST 2015,538.400024,661.4324438311106
AAPL,Thu May 14 00:00:00 CEST 2015,538.400024,661.4324438311106
GOOG,Wed May 13 00:00:00 CEST 2015,529.619995,660.8492029070792
AAPL,Wed May 13 00:00:00 CEST 2015,529.619995,660.8492029070792
GOOG,Tue May 12 00:00:00 CEST 2015,529.039978,660.2685455286338
AAPL,Tue May 12 00:00:00 CEST 2015,529.039978,660.2685455286338
GOOG,Mon May 11 00:00:00 CEST 2015,535.700012,659.7221923114029
AAPL,Mon May 11 00:00:00 CEST 2015,535.700012,659.7221923114029
GOOG,Fri May 08 00:00:00 CEST 2015,538.219971,659.1916149257636
AAPL,Fri May 08 00:00:00 CEST 2015,538.219971,659.1916149257636
GOOG,Thu May 07 00:00:00 CEST 2015,530.700012,658.6329557826081
AAPL,Thu May 07 00:00:00 CEST 2015,530.700012,658.6329557826081
GOOG,Wed May 06 00:00:00 CEST 2015,524.219971,658.0510813896099
AAPL,Wed May 06 00:00:00 CEST 2015,524.219971,658.0510813896099
GOOG,Tue May 05 00:00:00 CEST 2015,530.799988,657.5025852974132
AAPL,Tue May 05 00:00:00 CEST 2015,530.799988,657.5025852974132
GOOG,Mon May 04 00:00:00 CEST 2015,540.780029,657.0016301201712
AAPL,Mon May 04 00:00:00 CEST 2015,540.780029,657.0016301201712
GOOG,Fri May 01 00:00:00 CEST 2015,537.900024,656.4926488974354
AAPL,Fri May 01 00:00:00 CEST 2015,537.900024,656.4926488974354
GOOG,Thu Apr 30 00:00:00 CEST 2015,537.340027,655.9856164638293
AAPL,Thu Apr 30 00:00:00 CEST 2015,537.340027,655.9856164638293
GOOG,Wed Apr 29 00:00:00 CEST 2015,549.080017,655.5326266355927
AAPL,Wed Apr 29 00:00:00 CEST 2015,549.080017,655.5326266355927
GOOG,Tue Apr 28 00:00:00 CEST 2015,553.679993,655.1028686877631
AAPL,Tue Apr 28 00:00:00 CEST 2015,553.679993,655.1028686877631
GOOG,Mon Apr 27 00:00:00 CEST 2015,555.369995,654.6838229999994
AAPL,Mon Apr 27 00:00:00 CEST 2015,555.369995,654.6838229999994
GOOG,Fri Apr 24 00:00:00 CEST 2015,565.062561,654.3088386401668
AAPL,Fri Apr 24 00:00:00 CEST 2015,565.062561,654.3088386401668
GOOG,Thu Apr 23 00:00:00 CEST 2015,547.002472,653.861728779166
AAPL,Thu Apr 23 00:00:00 CEST 2015,547.002472,653.861728779166
GOOG,Wed Apr 22 00:00:00 CEST 2015,539.367458,653.3866488174267
AAPL,Wed Apr 22 00:00:00 CEST 2015,539.367458,653.3866488174267
GOOG,Tue Apr 21 00:00:00 CEST 2015,533.972413,652.8932015619829
AAPL,Tue Apr 21 00:00:00 CEST 2015,533.972413,652.8932015619829
GOOG,Mon Apr 20 00:00:00 CEST 2015,535.382408,652.4096180493822
AAPL,Mon Apr 20 00:00:00 CEST 2015,535.382408,652.4096180493822
GOOG,Fri Apr 17 00:00:00 CEST 2015,524.052386,651.8835638196715
AAPL,Fri Apr 17 00:00:00 CEST 2015,524.052386,651.8835638196715
GOOG,Thu Apr 16 00:00:00 CEST 2015,533.802391,651.401599848979
AAPL,Thu Apr 16 00:00:00 CEST 2015,533.802391,651.401599848979
GOOG,Wed Apr 15 00:00:00 CEST 2015,532.532429,650.9183918373978
AAPL,Wed Apr 15 00:00:00 CEST 2015,532.532429,650.9183918373978
GOOG,Tue Apr 14 00:00:00 CEST 2015,530.392405,650.4304323765176
AAPL,Tue Apr 14 00:00:00 CEST 2015,530.392405,650.4304323765176
GOOG,Mon Apr 13 00:00:00 CEST 2015,539.172466,649.9818115443543
AAPL,Mon Apr 13 00:00:00 CEST 2015,539.172466,649.9818115443543
GOOG,Fri Apr 10 00:00:00 CEST 2015,540.012416,649.5401673855416
AAPL,Fri Apr 10 00:00:00 CEST 2015,540.012416,649.5401673855416
GOOG,Thu Apr 09 00:00:00 CEST 2015,540.782472,649.1051366039994
AAPL,Thu Apr 09 00:00:00 CEST 2015,540.782472,649.1051366039994
GOOG,Wed Apr 08 00:00:00 CEST 2015,541.612446,648.6768788725094
AAPL,Wed Apr 08 00:00:00 CEST 2015,541.612446,648.6768788725094
GOOG,Tue Apr 07 00:00:00 CEST 2015,537.022404,648.2338055595233
AAPL,Tue Apr 07 00:00:00 CEST 2015,537.022404,648.2338055595233
GOOG,Mon Apr 06 00:00:00 CEST 2015,536.767432,647.7932270079045
AAPL,Mon Apr 06 00:00:00 CEST 2015,536.767432,647.7932270079045
GOOG,Tue Apr 05 00:00:00 CEST 2016,109.809998,645.675182799212
AAPL,Tue Apr 05 00:00:00 CEST 2016,109.809998,645.675182799212
GOOG,Mon Apr 04 00:00:00 CEST 2016,111.120003,643.57888797647
AAPL,Mon Apr 04 00:00:00 CEST 2016,111.120003,643.57888797647
GOOG,Fri Apr 01 00:00:00 CEST 2016,109.989998,641.4945563749994
AAPL,Fri Apr 01 00:00:00 CEST 2016,109.989998,641.4945563749994
GOOG,Thu Mar 31 00:00:00 CEST 2016,108.989998,639.4225542023341
AAPL,Thu Mar 31 00:00:00 CEST 2016,108.989998,639.4225542023341
GOOG,Wed Mar 30 00:00:00 CEST 2016,109.559998,637.3688233643406
AAPL,Wed Mar 30 00:00:00 CEST 2016,109.559998,637.3688233643406
GOOG,Tue Mar 29 00:00:00 CEST 2016,107.68,635.3236927722003
AAPL,Tue Mar 29 00:00:00 CEST 2016,107.68,635.3236927722003
GOOG,Mon Mar 28 00:00:00 CEST 2016,105.190002,633.2847170384609
AAPL,Mon Mar 28 00:00:00 CEST 2016,105.190002,633.2847170384609
GOOG,Thu Mar 24 00:00:00 CET 2016,105.669998,631.263